ID_MEDICO,ID_SERVICIO
864200,Consulta progreso de diabetes
864201,Radiografias
864202,Jornadas de vacunacion
864203,Examenes de sangre
864204,Consultas medicas con especialistas
864205,Hospitalización por infarto
864206,Consultas medicas con medico general
864207,Consultas medicas con medico general
864208,Cirugía de corazón
864209,Consultas odontologicas
864210,Remisión cardiólogo
864211,Consultas medicas con medico general
864212,Examenes de sangre
864213,Remisión cardiólogo
864214,Consultas odontologicas
864215,Consultas medicas con medico general
864216,Consultas medicas con medico general
864217,Terapia post traumática
864218,Examenes de sangre
864219,Consulta malestar general
864220,Consultas medicas con especialistas
864221,Examen de sangre
864222,Examen de sangre
864223,Consultas odontologicas
864224,Terapia post traumática
864225,Consulta progreso de diabetes
864226,Consultas medicas con especialistas
864227,Consulta dolor cardiaco
864228,Consulta malestar general
864229,Examenes de sangre
864230,Consultas medicas con medico general
864231,Consultas medicas con especialistas
864232,Examenes de sangre
864233,Examenes de sangre
864234,Hospitalización por infarto
864235,Terapia post traumática
864236,Consulta dolor cardiaco
864237,Consultas odontologicas
864238,Radiografias
864239,Examen de sangre
864240,Remisión cardiólogo
864241,Consultas odontologicas
864242,Jornadas de vacunacion
864243,Examen de sangre
864244,Consulta progreso de diabetes
864245,Hospitalización por infarto
864246,Consultas medicas con especialistas
864247,Consulta progreso de diabetes
864248,Jornadas de vacunacion
864249,Consulta malestar general
864250,Consultas medicas con especialistas
864251,Examenes de sangre
864252,Consulta progreso de diabetes
864253,Consultas medicas con medico general
864254,Terapia post traumática
864255,Radiografias
864256,Consulta dolor cardiaco
864257,Remisión cardiólogo
864258,Consulta progreso de diabetes
864259,Examen de sangre
864260,Consultas medicas con medico general
864261,Remisión cardiólogo
864262,Hospitalización por infarto
864263,Consulta progreso de diabetes
864264,Consulta dolor cardiaco
864265,Consulta progreso de diabetes
864266,Consulta progreso de diabetes
864267,Radiografias
864268,Remisión cardiólogo
864269,Examen de sangre
864270,Radiografias
864271,Examen de sangre
864272,Radiografias
864273,Examenes de sangre
864274,Consulta malestar general
864275,Examenes de sangre
864276,Consultas medicas con medico general
864277,Consulta dolor cardiaco
864278,Consultas medicas con especialistas
864279,Examenes de sangre
864280,Terapia post traumática
864281,Examen de sangre
864282,Remisión cardiólogo
864283,Radiografias
864284,Terapia post traumática
864285,Consulta progreso de diabetes
864286,Consultas medicas con medico general
864287,Radiografias
864288,Terapia post traumática
864289,Cirugía de corazón
864290,Consultas medicas con medico general
864291,Radiografias
864292,Remisión cardiólogo
864293,Consultas medicas con especialistas
864294,Consultas medicas con medico general
864295,Consulta progreso de diabetes
864296,Cirugía de corazón
864297,Consultas medicas con especialistas
864298,Cirugía de corazón
864299,Consultas medicas con medico general
864300,Consulta dolor cardiaco
864301,Consulta progreso de diabetes
864302,Jornadas de vacunacion
864303,Examenes de sangre
864304,Examenes de sangre
864305,Examenes de sangre
864306,Consulta malestar general
864307,Examenes de sangre
864308,Consulta dolor cardiaco
864309,Consulta progreso de diabetes
864310,Consultas medicas con especialistas
864311,Consulta malestar general
864312,Consultas odontologicas
864313,Radiografias
864314,Radiografias
864315,Consultas medicas con especialistas
864316,Consulta malestar general
864317,Consultas medicas con especialistas
864318,Jornadas de vacunacion
864319,Jornadas de vacunacion
864320,Consulta malestar general
864321,Examenes de sangre
864322,Cirugía de corazón
864323,Radiografias
864324,Jornadas de vacunacion
864325,Hospitalización por infarto
864326,Consultas medicas con especialistas
864327,Cirugía de corazón
864328,Consultas medicas con medico general
864329,Consultas odontologicas
864330,Consulta progreso de diabetes
864331,Examenes de sangre
864332,Consultas medicas con medico general
864333,Consultas odontologicas
864334,Consultas medicas con medico general
864335,Remisión cardiólogo
864336,Examenes de sangre
864337,Jornadas de vacunacion
864338,Consulta dolor cardiaco
864339,Terapia post traumática
864340,Remisión cardiólogo
864341,Terapia post traumática
864342,Consulta malestar general
864343,Consultas medicas con especialistas
864344,Consultas medicas con medico general
864345,Consultas odontologicas
864346,Examenes de sangre
864347,Consulta malestar general
864348,Cirugía de corazón
864349,Radiografias
864350,Terapia post traumática
864351,Examen de sangre
864352,Examenes de sangre
864353,Radiografias
864354,Examenes de sangre
864355,Consulta dolor cardiaco
864356,Examen de sangre
864357,Cirugía de corazón
864358,Radiografias
864359,Consulta progreso de diabetes
864360,Terapia post traumática
864361,Remisión cardiólogo
864362,Jornadas de vacunacion
864363,Examen de sangre
864364,Jornadas de vacunacion
864365,Consulta progreso de diabetes
864366,Remisión cardiólogo
864367,Consulta dolor cardiaco
864368,Radiografias
864369,Hospitalización por infarto
864370,Consultas medicas con especialistas
864371,Consulta malestar general
864372,Consultas medicas con especialistas
864373,Jornadas de vacunacion
864374,Cirugía de corazón
864375,Consulta progreso de diabetes
864376,Examen de sangre
864377,Consultas medicas con medico general
864378,Cirugía de corazón
864379,Cirugía de corazón
864380,Consulta dolor cardiaco
864381,Hospitalización por infarto
864382,Consultas odontologicas
864383,Consultas odontologicas
864384,Consulta malestar general
864385,Consultas odontologicas
864386,Cirugía de corazón
864387,Radiografias
864388,Examen de sangre
864389,Examen de sangre
864390,Radiografias
864391,Consulta dolor cardiaco
864392,Consultas medicas con medico general
864393,Terapia post traumática
864394,Consulta dolor cardiaco
864395,Examen de sangre
864396,Consultas medicas con especialistas
864397,Consulta dolor cardiaco
864398,Radiografias
864399,Remisión cardiólogo
864400,Jornadas de vacunacion
864401,Consulta malestar general
864402,Consultas medicas con especialistas
864403,Radiografias
864404,Jornadas de vacunacion
864405,Cirugía de corazón
864406,Consulta progreso de diabetes
864407,Cirugía de corazón
864408,Consultas odontologicas
864409,Jornadas de vacunacion
864410,Consulta malestar general
864411,Consulta progreso de diabetes
864412,Consulta progreso de diabetes
864413,Consultas odontologicas
864414,Consultas medicas con especialistas
864415,Radiografias
864416,Jornadas de vacunacion
864417,Consulta malestar general
864418,Consultas odontologicas
864419,Examen de sangre
864420,Consulta progreso de diabetes
864421,Radiografias
864422,Cirugía de corazón
864423,Consultas medicas con medico general
864424,Examen de sangre
864425,Consultas medicas con especialistas
864426,Cirugía de corazón
864427,Consultas medicas con medico general
864428,Consultas medicas con especialistas
864429,Consulta dolor cardiaco
864430,Cirugía de corazón
864431,Consulta malestar general
864432,Consulta progreso de diabetes
864433,Consulta progreso de diabetes
864434,Examen de sangre
864435,Remisión cardiólogo
864436,Hospitalización por infarto
864437,Hospitalización por infarto
864438,Radiografias
864439,Consulta malestar general
864440,Radiografias
864441,Terapia post traumática
864442,Consulta malestar general
864443,Jornadas de vacunacion
864444,Remisión cardiólogo
864445,Hospitalización por infarto
864446,Examen de sangre
864447,Terapia post traumática
864448,Consulta malestar general
864449,Examen de sangre
864450,Hospitalización por infarto
864451,Consultas odontologicas
864452,Jornadas de vacunacion
864453,Jornadas de vacunacion
864454,Consulta dolor cardiaco
864455,Consulta progreso de diabetes
864456,Radiografias
864457,Terapia post traumática
864458,Terapia post traumática
864459,Remisión cardiólogo
864460,Hospitalización por infarto
864461,Hospitalización por infarto
864462,Jornadas de vacunacion
864463,Jornadas de vacunacion
864464,Terapia post traumática
864465,Consulta dolor cardiaco
864466,Consultas medicas con especialistas
864467,Radiografias
864468,Remisión cardiólogo
864469,Radiografias
864470,Radiografias
864471,Consulta dolor cardiaco
864472,Consultas medicas con medico general
864473,Consulta progreso de diabetes
864474,Consulta malestar general
864475,Consultas odontologicas
864476,Cirugía de corazón
864477,Consultas medicas con medico general
864478,Radiografias
864479,Consultas medicas con medico general
864480,Terapia post traumática
864481,Consultas medicas con especialistas
864482,Consulta progreso de diabetes
864483,Consulta progreso de diabetes
864484,Examenes de sangre
864485,Consultas medicas con especialistas
864486,Remisión cardiólogo
864487,Consultas medicas con especialistas
864488,Consulta malestar general
864489,Remisión cardiólogo
864490,Consultas medicas con especialistas
864491,Radiografias
864492,Hospitalización por infarto
864493,Remisión cardiólogo
864494,Consultas odontologicas
864495,Remisión cardiólogo
864496,Hospitalización por infarto
864497,Examenes de sangre
864498,Radiografias
864499,Consultas medicas con medico general
864500,Examenes de sangre
864501,Terapia post traumática
864502,Consulta dolor cardiaco
864503,Hospitalización por infarto
864504,Consulta progreso de diabetes
864505,Consulta dolor cardiaco
864506,Consulta malestar general
864507,Terapia post traumática
864508,Remisión cardiólogo
864509,Consulta dolor cardiaco
864510,Consulta malestar general
864511,Hospitalización por infarto
864512,Consulta malestar general
864513,Consulta dolor cardiaco
864514,Consulta dolor cardiaco
864515,Hospitalización por infarto
864516,Remisión cardiólogo
864517,Consulta malestar general
864518,Radiografias
864519,Examenes de sangre
864520,Consulta progreso de diabetes
864521,Consulta dolor cardiaco
864522,Terapia post traumática
864523,Examenes de sangre
864524,Consulta progreso de diabetes
864525,Consultas medicas con medico general
864526,Jornadas de vacunacion
864527,Radiografias
864528,Jornadas de vacunacion
864529,Consulta malestar general
864530,Examenes de sangre
864531,Cirugía de corazón
864532,Cirugía de corazón
864533,Consulta progreso de diabetes
864534,Hospitalización por infarto
864535,Examenes de sangre
864536,Remisión cardiólogo
864537,Remisión cardiólogo
864538,Consulta dolor cardiaco
864539,Consulta dolor cardiaco
864540,Consultas medicas con medico general
864541,Consultas medicas con especialistas
864542,Remisión cardiólogo
864543,Consultas odontologicas
864544,Cirugía de corazón
864545,Jornadas de vacunacion
864546,Consultas odontologicas
864547,Radiografias
864548,Consultas odontologicas
864549,Consulta dolor cardiaco
864550,Radiografias
864551,Examen de sangre
864552,Consultas odontologicas
864553,Consulta malestar general
864554,Consulta dolor cardiaco
864555,Examen de sangre
864556,Remisión cardiólogo
864557,Consulta progreso de diabetes
864558,Remisión cardiólogo
864559,Consultas odontologicas
864560,Consultas odontologicas
864561,Hospitalización por infarto
864562,Terapia post traumática
864563,Hospitalización por infarto
864564,Radiografias
864565,Remisión cardiólogo
864566,Cirugía de corazón
864567,Cirugía de corazón
864568,Radiografias
864569,Examenes de sangre
864570,Terapia post traumática
864571,Jornadas de vacunacion
864572,Consulta malestar general
864573,Hospitalización por infarto
864574,Examen de sangre
864575,Consultas odontologicas
864576,Remisión cardiólogo
864577,Remisión cardiólogo
864578,Examen de sangre
864579,Cirugía de corazón
864580,Terapia post traumática
864581,Consultas odontologicas
864582,Cirugía de corazón
864583,Consulta malestar general
864584,Consultas medicas con especialistas
864585,Consultas medicas con medico general
864586,Consultas odontologicas
864587,Consulta progreso de diabetes
864588,Consulta dolor cardiaco
864589,Jornadas de vacunacion
864590,Consultas medicas con medico general
864591,Consulta dolor cardiaco
864592,Consulta malestar general
864593,Consulta dolor cardiaco
864594,Consulta dolor cardiaco
864595,Consultas medicas con especialistas
864596,Remisión cardiólogo
864597,Consulta malestar general
864598,Remisión cardiólogo
864599,Jornadas de vacunacion
864600,Consultas medicas con medico general
864601,Consulta progreso de diabetes
864602,Consulta malestar general
864603,Consulta progreso de diabetes
864604,Consulta dolor cardiaco
864605,Consulta malestar general
864606,Jornadas de vacunacion
864607,Consultas medicas con especialistas
864608,Hospitalización por infarto
864609,Remisión cardiólogo
864610,Jornadas de vacunacion
864611,Cirugía de corazón
864612,Terapia post traumática
864613,Examen de sangre
864614,Consultas odontologicas
864615,Radiografias
864616,Consultas medicas con medico general
864617,Radiografias
864618,Consulta progreso de diabetes
864619,Examenes de sangre
864620,Consulta dolor cardiaco
864621,Consulta progreso de diabetes
864622,Terapia post traumática
864623,Consultas medicas con especialistas
864624,Examen de sangre
864625,Examenes de sangre
864626,Remisión cardiólogo
864627,Consulta malestar general
864628,Examenes de sangre
864629,Hospitalización por infarto
864630,Consulta dolor cardiaco
864631,Hospitalización por infarto
864632,Consultas medicas con especialistas
864633,Examen de sangre
864634,Examenes de sangre
864635,Consulta malestar general
864636,Cirugía de corazón
864637,Consulta dolor cardiaco
864638,Terapia post traumática
864639,Consulta malestar general
864640,Cirugía de corazón
864641,Consultas medicas con especialistas
864642,Radiografias
864643,Consultas medicas con medico general
864644,Hospitalización por infarto
864645,Radiografias
864646,Jornadas de vacunacion
864647,Terapia post traumática
864648,Consulta progreso de diabetes
864649,Consultas medicas con especialistas
864650,Consultas medicas con medico general
864651,Terapia post traumática
864652,Jornadas de vacunacion
864653,Consulta malestar general
864654,Consultas medicas con especialistas
864655,Remisión cardiólogo
864656,Radiografias
864657,Terapia post traumática
864658,Consulta progreso de diabetes
864659,Consultas medicas con especialistas
864660,Consulta progreso de diabetes
864661,Terapia post traumática
864662,Examen de sangre
864663,Hospitalización por infarto
864664,Examen de sangre
864665,Jornadas de vacunacion
864666,Consultas odontologicas
864667,Hospitalización por infarto
864668,Examenes de sangre
864669,Cirugía de corazón
864670,Radiografias
864671,Cirugía de corazón
864672,Consulta progreso de diabetes
864673,Jornadas de vacunacion
864674,Examenes de sangre
864675,Examenes de sangre
864676,Cirugía de corazón
864677,Consulta progreso de diabetes
864678,Consulta progreso de diabetes
864679,Terapia post traumática
864680,Terapia post traumática
864681,Consultas medicas con medico general
864682,Hospitalización por infarto
864683,Cirugía de corazón
864684,Cirugía de corazón
864685,Consultas medicas con especialistas
864686,Hospitalización por infarto
864687,Examen de sangre
864688,Radiografias
864689,Remisión cardiólogo
864690,Consulta dolor cardiaco
864691,Radiografias
864692,Consulta progreso de diabetes
864693,Remisión cardiólogo
864694,Consultas odontologicas
864695,Consulta dolor cardiaco
864696,Hospitalización por infarto
864697,Consulta progreso de diabetes
864698,Hospitalización por infarto
864699,Examenes de sangre
864700,Cirugía de corazón
864701,Radiografias
864702,Consulta dolor cardiaco
864703,Consulta dolor cardiaco
864704,Cirugía de corazón
864705,Consultas odontologicas
864706,Consulta dolor cardiaco
864707,Consultas medicas con especialistas
864708,Remisión cardiólogo
864709,Hospitalización por infarto
864710,Consulta malestar general
864711,Consultas medicas con especialistas
864712,Terapia post traumática
864713,Hospitalización por infarto
864714,Consulta progreso de diabetes
864715,Examen de sangre
864716,Jornadas de vacunacion
864717,Examen de sangre
864718,Jornadas de vacunacion
864719,Remisión cardiólogo
864720,Consultas medicas con especialistas
864721,Consulta malestar general
864722,Hospitalización por infarto
864723,Consultas odontologicas
864724,Jornadas de vacunacion
864725,Consultas odontologicas
864726,Terapia post traumática
864727,Consultas odontologicas
864728,Terapia post traumática
864729,Radiografias
864730,Consultas odontologicas
864731,Consultas medicas con especialistas
864732,Radiografias
864733,Hospitalización por infarto
864734,Hospitalización por infarto
864735,Consulta dolor cardiaco
864736,Consultas odontologicas
864737,Consultas medicas con especialistas
864738,Examenes de sangre
864739,Remisión cardiólogo
864740,Cirugía de corazón
864741,Remisión cardiólogo
864742,Consultas medicas con especialistas
864743,Consulta progreso de diabetes
864744,Consultas odontologicas
864745,Consulta progreso de diabetes
864746,Radiografias
864747,Examenes de sangre
864748,Consultas medicas con medico general
864749,Jornadas de vacunacion
864750,Hospitalización por infarto
864751,Consulta progreso de diabetes
864752,Consulta dolor cardiaco
864753,Examenes de sangre
864754,Consulta malestar general
864755,Examen de sangre
864756,Consultas medicas con especialistas
864757,Consulta dolor cardiaco
864758,Consultas medicas con medico general
864759,Examen de sangre
864760,Hospitalización por infarto
864761,Examenes de sangre
864762,Radiografias
864763,Consulta dolor cardiaco
864764,Terapia post traumática
864765,Consulta progreso de diabetes
864766,Jornadas de vacunacion
864767,Consultas odontologicas
864768,Hospitalización por infarto
864769,Consulta malestar general
864770,Terapia post traumática
864771,Remisión cardiólogo
864772,Terapia post traumática
864773,Hospitalización por infarto
864774,Consultas odontologicas
864775,Consultas odontologicas
864776,Consulta dolor cardiaco
864777,Hospitalización por infarto
864778,Radiografias
864779,Consulta dolor cardiaco
864780,Consulta dolor cardiaco
864781,Remisión cardiólogo
864782,Consultas odontologicas
864783,Consultas medicas con medico general
864784,Consulta malestar general
864785,Jornadas de vacunacion
864786,Jornadas de vacunacion
864787,Consulta dolor cardiaco
864788,Consultas odontologicas
864789,Consultas medicas con especialistas
864790,Radiografias
864791,Radiografias
864792,Consultas odontologicas
864793,Consultas medicas con medico general
864794,Consultas medicas con especialistas
864795,Consulta malestar general
864796,Consulta malestar general
864797,Consulta dolor cardiaco
864798,Cirugía de corazón
864799,Examenes de sangre
864800,Consulta dolor cardiaco
864801,Consultas odontologicas
864802,Remisión cardiólogo
864803,Terapia post traumática
864804,Consulta dolor cardiaco
864805,Consultas odontologicas
864806,Hospitalización por infarto
864807,Consulta malestar general
864808,Terapia post traumática
864809,Radiografias
864810,Examen de sangre
864811,Consulta progreso de diabetes
864812,Examen de sangre
864813,Hospitalización por infarto
864814,Cirugía de corazón
864815,Consultas medicas con medico general
864816,Consultas medicas con especialistas
864817,Radiografias
864818,Terapia post traumática
864819,Jornadas de vacunacion
864820,Consultas odontologicas
864821,Consulta malestar general
864822,Consulta progreso de diabetes
864823,Consultas odontologicas
864824,Consulta malestar general
864825,Jornadas de vacunacion
864826,Consultas medicas con medico general
864827,Jornadas de vacunacion
864828,Hospitalización por infarto
864829,Consulta dolor cardiaco
864830,Jornadas de vacunacion
864831,Consultas medicas con especialistas
864832,Consultas odontologicas
864833,Consulta dolor cardiaco
864834,Consulta malestar general
864835,Terapia post traumática
864836,Consulta dolor cardiaco
864837,Consultas odontologicas
864838,Examenes de sangre
864839,Consulta progreso de diabetes
864840,Terapia post traumática
864841,Jornadas de vacunacion
864842,Consultas medicas con especialistas
864843,Consultas medicas con especialistas
864844,Consultas odontologicas
864845,Consultas odontologicas
864846,Consulta progreso de diabetes
864847,Consulta progreso de diabetes
864848,Consultas medicas con medico general
864849,Consultas medicas con medico general
864850,Remisión cardiólogo
864851,Consultas odontologicas
864852,Consultas medicas con medico general
864853,Jornadas de vacunacion
864854,Consultas medicas con especialistas
864855,Examenes de sangre
864856,Terapia post traumática
864857,Terapia post traumática
864858,Jornadas de vacunacion
864859,Examenes de sangre
864860,Consulta progreso de diabetes
864861,Consultas medicas con especialistas
864862,Cirugía de corazón
864863,Consultas odontologicas
864864,Consulta malestar general
864865,Terapia post traumática
864866,Consultas odontologicas
864867,Hospitalización por infarto
864868,Cirugía de corazón
864869,Examenes de sangre
864870,Remisión cardiólogo
864871,Terapia post traumática
864872,Consulta progreso de diabetes
864873,Consultas odontologicas
864874,Consultas odontologicas
864875,Consulta malestar general
864876,Radiografias
864877,Consulta malestar general
864878,Consulta progreso de diabetes
864879,Examen de sangre
864880,Examen de sangre
864881,Radiografias
864882,Remisión cardiólogo
864883,Examen de sangre
864884,Examen de sangre
864885,Examen de sangre
864886,Examen de sangre
864887,Hospitalización por infarto
864888,Consultas medicas con especialistas
864889,Consulta progreso de diabetes
864890,Consulta malestar general
864891,Hospitalización por infarto
864892,Consultas odontologicas
864893,Examenes de sangre
864894,Consulta progreso de diabetes
864895,Examen de sangre
864896,Hospitalización por infarto
864897,Consultas medicas con medico general
864898,Consultas medicas con especialistas
864899,Jornadas de vacunacion
864900,Consulta dolor cardiaco
864901,Radiografias
864902,Consultas medicas con medico general
864903,Terapia post traumática
864904,Consulta dolor cardiaco
864905,Cirugía de corazón
864906,Hospitalización por infarto
864907,Consultas medicas con medico general
864908,Consulta dolor cardiaco
864909,Consultas medicas con especialistas
864910,Terapia post traumática
864911,Hospitalización por infarto
864912,Consulta malestar general
864913,Consultas medicas con medico general
864914,Consulta progreso de diabetes
864915,Hospitalización por infarto
864916,Consulta progreso de diabetes
864917,Remisión cardiólogo
864918,Examen de sangre
864919,Cirugía de corazón
864920,Radiografias
864921,Radiografias
864922,Consulta progreso de diabetes
864923,Examen de sangre
864924,Consulta dolor cardiaco
864925,Consultas medicas con especialistas
864926,Consulta malestar general
864927,Consultas medicas con especialistas
864928,Radiografias
864929,Consultas odontologicas
864930,Examen de sangre
864931,Consulta dolor cardiaco
864932,Consultas odontologicas
864933,Jornadas de vacunacion
864934,Examen de sangre
864935,Cirugía de corazón
864936,Consulta malestar general
864937,Radiografias
864938,Consultas medicas con medico general
864939,Hospitalización por infarto
864940,Consulta progreso de diabetes
864941,Consulta dolor cardiaco
864942,Terapia post traumática
864943,Remisión cardiólogo
864944,Examenes de sangre
864945,Consultas odontologicas
864946,Consultas medicas con especialistas
864947,Remisión cardiólogo
864948,Consulta dolor cardiaco
864949,Examenes de sangre
864950,Examenes de sangre
864951,Hospitalización por infarto
864952,Consulta progreso de diabetes
864953,Examenes de sangre
864954,Examen de sangre
864955,Radiografias
864956,Examenes de sangre
864957,Consultas medicas con especialistas
864958,Cirugía de corazón
864959,Consultas medicas con especialistas
864960,Cirugía de corazón
864961,Consultas medicas con medico general
864962,Examen de sangre
864963,Remisión cardiólogo
864964,Examen de sangre
864965,Consultas medicas con medico general
864966,Terapia post traumática
864967,Examenes de sangre
864968,Consultas medicas con medico general
864969,Consultas medicas con medico general
864970,Examen de sangre
864971,Consultas odontologicas
864972,Examen de sangre
864973,Terapia post traumática
864974,Examenes de sangre
864975,Hospitalización por infarto
864976,Examen de sangre
864977,Consultas medicas con especialistas
864978,Remisión cardiólogo
864979,Cirugía de corazón
864980,Consultas medicas con medico general
864981,Consultas medicas con medico general
864982,Consultas medicas con medico general
864983,Consulta progreso de diabetes
864984,Hospitalización por infarto
864985,Consulta progreso de diabetes
864986,Terapia post traumática
864987,Consultas medicas con especialistas
864988,Examen de sangre
864989,Examenes de sangre
864990,Consultas medicas con medico general
864991,Remisión cardiólogo
864992,Consulta malestar general
864993,Jornadas de vacunacion
864994,Remisión cardiólogo
864995,Radiografias
864996,Consultas medicas con medico general
864997,Jornadas de vacunacion
864998,Consulta malestar general
864999,Consultas medicas con especialistas
865000,Terapia post traumática
865001,Hospitalización por infarto
865002,Consultas medicas con medico general
865003,Cirugía de corazón
865004,Radiografias
865005,Hospitalización por infarto
865006,Consultas odontologicas
865007,Consultas medicas con medico general
865008,Hospitalización por infarto
865009,Consulta progreso de diabetes
865010,Remisión cardiólogo
865011,Radiografias
865012,Jornadas de vacunacion
865013,Terapia post traumática
865014,Terapia post traumática
865015,Examenes de sangre
865016,Consulta dolor cardiaco
865017,Consultas medicas con medico general
865018,Consulta dolor cardiaco
865019,Consulta malestar general
865020,Consultas medicas con especialistas
865021,Terapia post traumática
865022,Examen de sangre
865023,Consulta progreso de diabetes
865024,Radiografias
865025,Terapia post traumática
865026,Consultas medicas con medico general
865027,Consulta progreso de diabetes
865028,Terapia post traumática
865029,Cirugía de corazón
865030,Consultas medicas con especialistas
865031,Consultas medicas con especialistas
865032,Consulta progreso de diabetes
865033,Consultas odontologicas
865034,Consulta malestar general
865035,Radiografias
865036,Terapia post traumática
865037,Hospitalización por infarto
865038,Consulta dolor cardiaco
865039,Remisión cardiólogo
865040,Consultas medicas con especialistas
865041,Cirugía de corazón
865042,Consultas medicas con especialistas
865043,Jornadas de vacunacion
865044,Consultas odontologicas
865045,Hospitalización por infarto
865046,Hospitalización por infarto
865047,Hospitalización por infarto
865048,Consultas medicas con medico general
865049,Remisión cardiólogo
865050,Consultas odontologicas
865051,Radiografias
865052,Terapia post traumática
865053,Terapia post traumática
865054,Jornadas de vacunacion
865055,Examenes de sangre
865056,Consulta progreso de diabetes
865057,Examenes de sangre
865058,Consulta dolor cardiaco
865059,Examenes de sangre
865060,Examen de sangre
865061,Jornadas de vacunacion
865062,Consulta malestar general
865063,Jornadas de vacunacion
865064,Consultas medicas con especialistas
865065,Consultas medicas con medico general
865066,Examenes de sangre
865067,Cirugía de corazón
865068,Cirugía de corazón
865069,Examen de sangre
865070,Cirugía de corazón
865071,Cirugía de corazón
865072,Consulta malestar general
865073,Radiografias
865074,Consultas medicas con especialistas
865075,Consultas medicas con especialistas
865076,Consulta progreso de diabetes
865077,Examenes de sangre
865078,Consulta dolor cardiaco
865079,Hospitalización por infarto
865080,Remisión cardiólogo
865081,Cirugía de corazón
865082,Examen de sangre
865083,Consultas medicas con medico general
865084,Cirugía de corazón
865085,Examenes de sangre
865086,Consulta malestar general
865087,Examen de sangre
865088,Cirugía de corazón
865089,Consulta malestar general
865090,Cirugía de corazón
865091,Consulta progreso de diabetes
865092,Consultas odontologicas
865093,Consultas medicas con especialistas
865094,Consulta dolor cardiaco
865095,Consultas odontologicas
865096,Examenes de sangre
865097,Consultas medicas con especialistas
865098,Consultas medicas con medico general
865099,Cirugía de corazón
865100,Hospitalización por infarto
865101,Jornadas de vacunacion
865102,Remisión cardiólogo
865103,Consulta progreso de diabetes
865104,Consulta progreso de diabetes
865105,Consultas odontologicas
865106,Consulta malestar general
865107,Consultas odontologicas
865108,Consulta progreso de diabetes
865109,Remisión cardiólogo
865110,Terapia post traumática
865111,Examenes de sangre
865112,Remisión cardiólogo
865113,Cirugía de corazón
865114,Radiografias
865115,Consultas medicas con medico general
865116,Remisión cardiólogo
865117,Consultas medicas con medico general
865118,Examenes de sangre
865119,Consultas medicas con especialistas
865120,Examenes de sangre
865121,Examenes de sangre
865122,Examenes de sangre
865123,Consulta dolor cardiaco
865124,Consulta progreso de diabetes
865125,Consultas odontologicas
865126,Consulta malestar general
865127,Remisión cardiólogo
865128,Consultas odontologicas
865129,Consulta progreso de diabetes
865130,Hospitalización por infarto
865131,Consulta malestar general
865132,Examenes de sangre
865133,Consultas odontologicas
865134,Consulta dolor cardiaco
865135,Consultas odontologicas
865136,Consulta malestar general
865137,Radiografias
865138,Consulta dolor cardiaco
865139,Consultas odontologicas
865140,Consultas odontologicas
865141,Consultas medicas con medico general
865142,Consultas medicas con medico general
865143,Consultas odontologicas
865144,Consulta dolor cardiaco
865145,Remisión cardiólogo
865146,Consulta progreso de diabetes
865147,Examen de sangre
865148,Consultas medicas con especialistas
865149,Radiografias
865150,Consulta progreso de diabetes
865151,Consulta dolor cardiaco
865152,Radiografias
865153,Consulta malestar general
865154,Terapia post traumática
865155,Examen de sangre
865156,Examenes de sangre
865157,Consulta dolor cardiaco
865158,Consulta progreso de diabetes
865159,Examenes de sangre
865160,Examenes de sangre
865161,Consultas medicas con medico general
865162,Cirugía de corazón
865163,Terapia post traumática
865164,Examenes de sangre
865165,Consultas odontologicas
865166,Consultas medicas con especialistas
865167,Examenes de sangre
865168,Consultas odontologicas
865169,Examenes de sangre
865170,Consulta dolor cardiaco
865171,Consultas medicas con medico general
865172,Terapia post traumática
865173,Consulta malestar general
865174,Hospitalización por infarto
865175,Examen de sangre
865176,Consultas medicas con medico general
865177,Jornadas de vacunacion
865178,Hospitalización por infarto
865179,Terapia post traumática
865180,Consultas medicas con especialistas
865181,Cirugía de corazón
865182,Consulta dolor cardiaco
865183,Cirugía de corazón
865184,Consultas odontologicas
865185,Consultas odontologicas
865186,Examenes de sangre
865187,Consultas medicas con especialistas
865188,Hospitalización por infarto
865189,Consulta malestar general
865190,Consulta progreso de diabetes
865191,Consulta dolor cardiaco
865192,Cirugía de corazón
865193,Radiografias
865194,Consultas medicas con medico general
865195,Consulta malestar general
865196,Examen de sangre
865197,Hospitalización por infarto
865198,Consultas medicas con especialistas
865199,Hospitalización por infarto
865200,Consulta dolor cardiaco
865201,Hospitalización por infarto
865202,Consulta dolor cardiaco
865203,Cirugía de corazón
865204,Consultas odontologicas
865205,Hospitalización por infarto
865206,Jornadas de vacunacion
865207,Jornadas de vacunacion
865208,Consulta malestar general
865209,Consulta malestar general
865210,Consultas medicas con medico general
865211,Radiografias
865212,Consultas odontologicas
865213,Consultas medicas con especialistas
865214,Consulta malestar general
865215,Consultas odontologicas
865216,Consultas medicas con especialistas
865217,Remisión cardiólogo
865218,Consulta progreso de diabetes
865219,Consultas odontologicas
865220,Consulta malestar general
865221,Cirugía de corazón
865222,Consultas medicas con especialistas
865223,Consulta dolor cardiaco
865224,Remisión cardiólogo
865225,Jornadas de vacunacion
865226,Radiografias
865227,Terapia post traumática
865228,Consulta malestar general
865229,Radiografias
865230,Consulta progreso de diabetes
865231,Jornadas de vacunacion
865232,Examen de sangre
865233,Consulta malestar general
865234,Consulta malestar general
865235,Consulta progreso de diabetes
865236,Cirugía de corazón
