ID_SERVICIO;DURACION;HORAINICIO;DIA;ID_IPS;CAPACIDAD;CANCELADA;CAPACIDADMAX
Consulta progreso de diabetes;33;5:08:03;04/08/2017 12:17:52;IPS9;14;0;50
Jornadas de vacunacion;16;10:15:12;29/05/2019 09:33:32;IPS496;14;0;50
Cirugía de corazón;30;8:30:22;13/03/2010 02:14:37;IPS458;14;0;50
Terapia post traumática;41;6:18:26;03/10/2010 09:32:52;IPS163;14;0;50
Consulta dolor cardiaco;38;10:56:53;10/07/2013 10:33:06;IPS383;14;0;50
Examenes de sangre;33;2:36:32;20/02/2014 07:48:20;IPS250;14;0;50
Examen de sangre;43;12:11:37;04/01/2016 06:05:00;IPS385;14;0;50
Consulta dolor cardiaco;34;6:52:22;02/02/2016 03:27:47;IPS442;14;0;50
Examen de sangre;30;2:16:35;08/08/2012 06:16:59;IPS115;14;0;50
Consulta malestar general;18;1:57:27;19/01/2018 03:55:38;IPS321;14;0;50
Radiografias;17;1:38:52;02/02/2010 07:54:00;IPS421;14;0;50
Jornadas de vacunacion;37;2:07:54;02/09/2014 12:57:27;IPS324;14;0;50
Hospitalización por infarto;20;9:02:30;02/03/2013 04:35:13;IPS30;14;0;50
Consulta progreso de diabetes;37;11:41:28;02/07/2019 02:46:24;IPS48;14;0;50
Consultas medicas con especialistas;40;11:23:42;14/10/2014 07:42:23;IPS216;14;0;50
Jornadas de vacunacion;41;6:51:26;16/06/2014 04:52:43;IPS10;14;0;50
Remisión cardiólogo;25;12:05:51;16/11/2015 10:08:10;IPS310;14;0;50
Examenes de sangre;33;5:45:20;01/12/2018 05:34:57;IPS410;14;0;50
Consulta progreso de diabetes;23;9:07:55;03/05/2013 04:30:54;IPS116;14;0;50
Consultas medicas con especialistas;19;8:16:45;02/01/2012 01:19:10;IPS448;14;0;50
Consultas odontologicas;45;1:25:19;28/11/2019 10:29:42;IPS484;14;0;50
Consultas medicas con especialistas;45;10:47:56;16/08/2017 05:32:10;IPS400;14;0;50
Consulta malestar general;20;4:51:58;19/07/2016 08:23:41;IPS22;14;0;50
Consulta malestar general;18;7:41:12;18/08/2010 07:59:28;IPS139;14;0;50
Examen de sangre;33;11:14:51;24/08/2010 03:52:07;IPS410;14;0;50
Examen de sangre;32;2:17:11;25/08/2017 03:56:30;IPS262;14;0;50
Consultas medicas con especialistas;21;10:28:46;11/03/2015 04:20:57;IPS24;14;0;50
Consultas odontologicas;45;7:43:13;11/10/2012 07:10:26;IPS328;14;0;50
Consultas medicas con especialistas;21;8:57:29;05/10/2011 06:22:11;IPS28;14;0;50
Consulta dolor cardiaco;28;2:58:27;13/04/2011 09:35:17;IPS94;14;0;50
Consultas medicas con especialistas;45;9:01:21;13/09/2014 10:55:55;IPS299;14;0;50
Consultas medicas con especialistas;33;7:36:25;08/05/2015 09:15:16;IPS187;14;0;50
Consulta dolor cardiaco;18;9:31:51;12/02/2019 04:52:42;IPS231;14;0;50
Remisión cardiólogo;21;10:16:57;30/10/2011 08:24:29;IPS448;14;0;50
Terapia post traumática;45;11:24:37;04/10/2014 02:19:10;IPS299;14;0;50
Jornadas de vacunacion;27;8:36:43;12/03/2018 09:21:32;IPS171;14;0;50
Examenes de sangre;37;2:15:06;18/10/2011 02:27:30;IPS140;14;0;50
Cirugía de corazón;24;6:06:18;26/03/2019 06:19:35;IPS20;14;0;50
Consultas medicas con especialistas;23;9:53:35;07/09/2010 08:09:28;IPS68;14;0;50
Consultas odontologicas;36;3:47:03;28/02/2011 01:11:10;IPS492;14;0;50
Consulta dolor cardiaco;15;11:05:58;27/10/2014 04:09:31;IPS94;14;0;50
Consultas medicas con especialistas;30;5:21:41;15/09/2012 05:59:26;IPS239;14;0;50
Terapia post traumática;33;8:56:07;29/07/2014 04:12:32;IPS400;14;0;50
Radiografias;27;2:43:03;13/01/2016 04:39:23;IPS372;14;0;50
Examen de sangre;30;12:24:35;17/04/2015 04:20:20;IPS278;14;0;50
Radiografias;18;4:50:34;12/04/2017 02:22:58;IPS109;14;0;50
Radiografias;34;9:11:01;12/05/2016 06:15:03;IPS21;14;0;50
Terapia post traumática;25;8:22:43;21/02/2018 12:47:44;IPS204;14;0;50
Consultas medicas con medico general;18;6:54:55;01/11/2018 06:40:42;IPS262;14;0;50
Jornadas de vacunacion;30;2:08:52;24/07/2013 01:53:53;IPS173;14;0;50
Consulta dolor cardiaco;17;8:13:45;10/02/2016 12:14:07;IPS441;14;0;50
Consulta malestar general;19;12:28:20;15/03/2014 05:06:47;IPS262;14;0;50
Consulta dolor cardiaco;43;1:32:06;14/11/2011 06:59:31;IPS403;14;0;50
Consultas medicas con especialistas;15;11:45:49;14/08/2012 04:14:04;IPS406;14;0;50
Consulta progreso de diabetes;21;10:25:18;08/04/2014 03:08:42;IPS214;14;0;50
Cirugía de corazón;15;9:07:04;18/02/2019 02:03:58;IPS444;14;0;50
Hospitalización por infarto;34;10:53:36;22/06/2013 01:43:00;IPS470;14;0;50
Terapia post traumática;34;11:42:06;01/08/2019 03:46:13;IPS102;14;0;50
Consulta progreso de diabetes;26;10:27:21;17/08/2014 07:36:46;IPS307;14;0;50
Remisión cardiólogo;45;12:36:25;19/04/2015 12:08:34;IPS52;14;0;50
Consultas odontologicas;23;12:00:36;13/07/2019 07:58:11;IPS242;14;0;50
Consulta progreso de diabetes;19;4:41:58;31/08/2014 12:10:53;IPS377;14;0;50
Examen de sangre;18;7:08:40;20/06/2019 05:20:28;IPS473;14;0;50
Terapia post traumática;34;5:29:29;13/10/2011 09:16:16;IPS357;14;0;50
Jornadas de vacunacion;20;12:13:14;16/10/2019 05:09:47;IPS425;14;0;50
Consultas medicas con medico general;41;10:50:19;27/04/2012 07:54:38;IPS271;14;0;50
Jornadas de vacunacion;42;3:09:20;01/02/2013 11:24:29;IPS326;14;0;50
Terapia post traumática;30;8:57:14;26/03/2011 08:25:11;IPS358;14;0;50
Terapia post traumática;19;4:16:32;15/08/2015 02:00:04;IPS120;14;0;50
Consulta dolor cardiaco;28;7:07:40;21/12/2009 11:45:06;IPS56;14;0;50
Examen de sangre;41;10:06:33;02/04/2016 06:46:42;IPS296;14;0;50
Consulta malestar general;25;1:35:52;05/12/2017 11:14:49;IPS157;14;0;50
Hospitalización por infarto;40;10:29:05;20/05/2018 05:33:59;IPS451;14;0;50
Terapia post traumática;45;8:01:51;22/04/2015 02:48:31;IPS357;14;0;50
Consulta dolor cardiaco;35;3:14:44;02/11/2019 09:49:08;IPS66;14;0;50
Consultas odontologicas;43;10:57:59;29/03/2014 12:02:22;IPS337;14;0;50
Remisión cardiólogo;43;3:37:57;03/03/2016 04:23:56;IPS148;14;0;50
Examen de sangre;16;8:48:11;21/05/2019 09:51:16;IPS139;14;0;50
Examenes de sangre;36;4:13:31;29/09/2019 09:55:48;IPS66;14;0;50
Examen de sangre;33;1:38:16;26/02/2013 08:05:39;IPS362;14;0;50
Terapia post traumática;37;4:56:17;03/07/2012 05:48:55;IPS140;14;0;50
Examenes de sangre;38;8:05:37;22/10/2012 12:49:15;IPS115;14;0;50
Remisión cardiólogo;34;7:05:15;23/09/2012 02:53:02;IPS77;14;0;50
Radiografias;25;1:45:19;13/02/2015 06:14:30;IPS450;14;0;50
Consultas odontologicas;26;4:00:22;16/04/2017 08:27:47;IPS427;14;0;50
Terapia post traumática;29;10:59:13;03/12/2012 08:18:04;IPS23;14;0;50
Radiografias;35;11:58:39;28/10/2018 06:33:19;IPS367;14;0;50
Consultas medicas con especialistas;42;3:06:16;31/08/2013 06:10:32;IPS47;14;0;50
Consultas medicas con medico general;32;12:56:31;14/08/2019 05:29:31;IPS61;14;0;50
Remisión cardiólogo;44;2:08:25;10/07/2019 08:40:35;IPS398;14;0;50
Terapia post traumática;34;12:05:09;05/05/2014 07:36:53;IPS263;14;0;50
Terapia post traumática;15;4:06:26;02/02/2018 09:33:34;IPS295;14;0;50
Consultas medicas con medico general;16;4:10:37;26/06/2011 04:21:55;IPS64;14;0;50
Consulta dolor cardiaco;35;10:30:09;11/02/2015 03:03:33;IPS96;14;0;50
Remisión cardiólogo;27;8:26:45;27/05/2012 05:02:38;IPS372;14;0;50
Consulta progreso de diabetes;22;8:48:23;10/02/2015 03:13:24;IPS333;14;0;50
Examenes de sangre;26;7:09:49;28/01/2017 04:51:16;IPS3;14;0;50
Examen de sangre;22;8:59:10;30/11/2010 06:43:26;IPS302;14;0;50
Terapia post traumática;42;3:19:39;05/06/2017 07:08:59;IPS347;14;0;50
Hospitalización por infarto;41;2:32:16;24/04/2010 10:36:41;IPS390;14;0;50
Remisión cardiólogo;18;1:44:08;28/08/2016 07:00:15;IPS201;14;0;50
Jornadas de vacunacion;40;9:42:01;14/01/2012 06:29:49;IPS326;14;0;50
Hospitalización por infarto;42;2:55:55;12/12/2013 01:07:34;IPS257;14;0;50
Consultas medicas con especialistas;41;6:03:15;22/02/2018 08:43:59;IPS153;14;0;50
Hospitalización por infarto;25;12:25:59;30/11/2014 09:47:09;IPS76;14;0;50
Radiografias;40;1:38:06;09/04/2010 01:17:57;IPS420;14;0;50
Radiografias;27;2:42:56;04/05/2011 11:10:57;IPS52;14;0;50
Consultas medicas con especialistas;33;11:34:53;16/11/2011 11:11:11;IPS21;14;0;50
Terapia post traumática;40;9:32:58;02/04/2013 10:27:40;IPS449;14;0;50
Consulta dolor cardiaco;39;4:03:18;12/05/2017 09:14:24;IPS500;14;0;50
Consultas odontologicas;17;5:45:46;23/09/2017 02:43:12;IPS322;14;0;50
Terapia post traumática;25;10:48:49;20/07/2011 10:51:54;IPS59;14;0;50
Consultas odontologicas;17;4:05:12;07/05/2015 05:34:39;IPS392;14;0;50
Remisión cardiólogo;25;5:29:36;08/05/2017 04:46:32;IPS161;14;0;50
Consulta progreso de diabetes;24;10:08:28;20/04/2011 08:43:41;IPS263;14;0;50
Cirugía de corazón;39;12:13:25;29/05/2016 02:37:51;IPS459;14;0;50
Consulta malestar general;42;1:15:13;25/09/2012 07:22:35;IPS69;14;0;50
Consulta progreso de diabetes;18;8:54:09;07/10/2017 03:56:55;IPS180;14;0;50
Remisión cardiólogo;26;6:09:17;30/10/2011 04:18:40;IPS111;14;0;50
Hospitalización por infarto;45;4:12:28;11/06/2016 08:38:45;IPS334;14;0;50
Consulta dolor cardiaco;20;9:55:37;10/12/2012 10:20:26;IPS27;14;0;50
Consultas medicas con especialistas;26;6:32:17;01/10/2016 07:49:10;IPS457;14;0;50
Consulta malestar general;21;8:50:31;17/10/2013 01:30:33;IPS475;14;0;50
Consulta progreso de diabetes;16;5:19:25;11/09/2010 09:59:29;IPS151;14;0;50
Radiografias;18;12:01:24;28/04/2012 02:02:36;IPS7;14;0;50
Examenes de sangre;34;2:25:01;25/05/2016 07:28:53;IPS177;14;0;50
Hospitalización por infarto;31;7:26:00;12/04/2015 12:49:54;IPS220;14;0;50
Consulta dolor cardiaco;22;4:13:00;13/12/2010 02:14:38;IPS240;14;0;50
Hospitalización por infarto;27;9:24:21;11/10/2017 03:36:38;IPS468;14;0;50
Radiografias;15;11:39:17;23/08/2014 04:50:35;IPS97;14;0;50
Terapia post traumática;28;4:15:45;12/03/2018 02:26:41;IPS422;14;0;50
Consulta progreso de diabetes;23;11:40:15;27/08/2014 04:27:12;IPS396;14;0;50
Consulta progreso de diabetes;38;2:57:21;03/06/2018 04:19:13;IPS197;14;0;50
Consultas odontologicas;33;5:32:18;20/01/2016 03:33:15;IPS378;14;0;50
Consultas medicas con medico general;25;3:24:42;14/10/2010 02:11:12;IPS442;14;0;50
Consulta malestar general;29;3:48:35;11/11/2019 11:42:33;IPS277;14;0;50
Consulta malestar general;42;3:00:28;05/05/2010 06:32:04;IPS492;14;0;50
Consulta progreso de diabetes;23;6:28:29;13/11/2015 05:32:08;IPS174;14;0;50
Examenes de sangre;33;7:27:15;16/01/2014 12:39:25;IPS258;14;0;50
Consulta dolor cardiaco;34;6:04:09;16/12/2011 09:17:24;IPS447;14;0;50
Consulta progreso de diabetes;29;2:10:13;23/01/2014 05:24:09;IPS405;14;0;50
Consulta malestar general;32;3:42:20;22/06/2010 02:02:53;IPS482;14;0;50
Consulta dolor cardiaco;38;8:39:31;07/03/2013 02:04:55;IPS121;14;0;50
Examenes de sangre;15;5:14:04;16/12/2010 03:25:51;IPS207;14;0;50
Examenes de sangre;44;6:54:16;17/03/2016 12:45:48;IPS349;14;0;50
Examen de sangre;16;9:24:13;27/07/2013 10:48:00;IPS281;14;0;50
Consultas medicas con medico general;21;6:24:40;04/08/2018 02:24:14;IPS197;14;0;50
Radiografias;28;8:52:57;26/07/2017 01:16:46;IPS105;14;0;50
Terapia post traumática;34;9:31:10;24/10/2010 08:29:56;IPS345;14;0;50
Consulta dolor cardiaco;43;5:38:39;14/05/2016 04:29:14;IPS168;14;0;50
Consultas medicas con medico general;42;9:07:17;26/06/2012 06:47:52;IPS388;14;0;50
Consultas medicas con medico general;32;8:41:32;06/02/2010 06:38:19;IPS302;14;0;50
Cirugía de corazón;22;11:29:22;07/12/2011 01:59:31;IPS189;14;0;50
Examen de sangre;28;3:47:21;12/09/2011 11:54:24;IPS402;14;0;50
Consulta malestar general;27;4:07:46;04/12/2015 01:23:50;IPS142;14;0;50
Examenes de sangre;19;7:26:16;18/11/2015 10:23:40;IPS65;14;0;50
Consulta malestar general;16;7:58:34;12/05/2011 01:21:12;IPS254;14;0;50
Examen de sangre;20;5:05:13;27/04/2011 06:23:19;IPS21;14;0;50
Jornadas de vacunacion;37;7:16:52;13/12/2011 09:54:31;IPS182;14;0;50
Consultas medicas con especialistas;19;10:24:18;12/11/2010 01:50:44;IPS291;14;0;50
Consulta malestar general;20;9:46:07;12/07/2015 03:51:13;IPS271;14;0;50
Consultas medicas con medico general;22;4:05:05;26/10/2012 05:05:52;IPS442;14;0;50
Cirugía de corazón;37;11:30:32;18/05/2016 02:21:17;IPS99;14;0;50
Consulta malestar general;33;10:05:28;25/04/2013 06:42:46;IPS462;14;0;50
Examenes de sangre;18;12:12:19;22/03/2015 12:03:04;IPS367;14;0;50
Remisión cardiólogo;21;6:13:08;17/02/2014 01:37:51;IPS10;14;0;50
Hospitalización por infarto;21;11:31:25;17/03/2019 11:00:54;IPS474;14;0;50
Jornadas de vacunacion;26;3:38:46;13/01/2012 02:24:43;IPS180;14;0;50
Cirugía de corazón;31;2:37:20;02/11/2017 07:32:22;IPS224;14;0;50
Consultas odontologicas;36;12:44:36;17/01/2016 06:14:24;IPS463;14;0;50
Consulta progreso de diabetes;25;5:59:34;10/09/2013 06:18:57;IPS36;14;0;50
Consultas medicas con especialistas;43;1:32:22;01/04/2012 02:06:55;IPS76;14;0;50
Jornadas de vacunacion;24;10:28:31;24/04/2014 07:11:25;IPS292;14;0;50
Radiografias;30;7:40:26;20/11/2019 06:41:49;IPS4;14;0;50
Examenes de sangre;22;10:54:49;02/07/2017 12:58:35;IPS455;14;0;50
Jornadas de vacunacion;17;8:03:39;22/07/2017 10:39:23;IPS222;14;0;50
Consulta dolor cardiaco;29;3:25:10;23/05/2018 07:43:51;IPS310;14;0;50
Consultas medicas con medico general;19;3:13:27;24/01/2019 11:17:15;IPS400;14;0;50
Consulta malestar general;36;1:39:08;09/03/2014 01:57:21;IPS342;14;0;50
Consulta progreso de diabetes;27;9:24:12;03/06/2018 06:56:39;IPS278;14;0;50
Radiografias;18;11:50:48;03/02/2017 05:57:00;IPS283;14;0;50
Consulta dolor cardiaco;37;5:04:52;29/06/2014 10:51:48;IPS474;14;0;50
Consultas odontologicas;42;5:25:41;21/11/2016 08:58:24;IPS486;14;0;50
Consulta dolor cardiaco;32;3:30:53;28/10/2011 08:02:37;IPS273;14;0;50
Consultas odontologicas;34;12:04:01;06/08/2018 09:17:37;IPS485;14;0;50
Hospitalización por infarto;18;11:03:51;27/09/2014 02:31:10;IPS209;14;0;50
Consulta progreso de diabetes;43;2:07:21;23/03/2019 11:18:05;IPS166;14;0;50
Cirugía de corazón;34;6:57:56;24/10/2017 09:03:29;IPS142;14;0;50
Examen de sangre;39;3:03:57;28/08/2012 02:17:51;IPS234;14;0;50
Radiografias;29;9:24:52;22/08/2010 12:26:04;IPS347;14;0;50
Consulta progreso de diabetes;30;7:30:43;16/04/2014 06:21:36;IPS104;14;0;50
Examenes de sangre;19;10:42:19;13/06/2012 11:04:31;IPS25;14;0;50
Examen de sangre;39;9:41:12;20/05/2014 07:40:22;IPS343;14;0;50
Consulta dolor cardiaco;38;12:36:13;09/02/2011 10:06:12;IPS161;14;0;50
Examenes de sangre;23;3:11:40;28/05/2017 11:24:22;IPS8;14;0;50
Consulta progreso de diabetes;21;9:49:12;22/02/2017 02:28:28;IPS344;14;0;50
Consulta dolor cardiaco;42;12:25:11;21/06/2016 08:42:29;IPS186;14;0;50
Examen de sangre;20;6:07:30;07/12/2015 02:11:23;IPS210;14;0;50
Radiografias;39;4:04:47;27/03/2015 10:06:43;IPS125;14;0;50
Hospitalización por infarto;18;11:15:45;13/03/2018 01:52:34;IPS198;14;0;50
Cirugía de corazón;45;1:11:25;16/03/2015 12:15:32;IPS81;14;0;50
Jornadas de vacunacion;24;9:32:27;20/11/2018 04:49:07;IPS219;14;0;50
Consulta progreso de diabetes;40;10:17:45;03/03/2013 09:27:57;IPS65;14;0;50
Consultas medicas con medico general;38;3:11:09;16/03/2011 10:21:47;IPS233;14;0;50
Remisión cardiólogo;37;3:41:03;17/10/2014 06:57:02;IPS442;14;0;50
Jornadas de vacunacion;35;5:00:50;09/07/2010 06:07:01;IPS29;14;0;50
Radiografias;29;8:18:13;24/01/2013 09:25:54;IPS186;14;0;50
Consultas medicas con medico general;29;10:22:11;10/10/2011 05:11:45;IPS248;14;0;50
Consulta progreso de diabetes;31;10:44:19;04/07/2018 04:20:25;IPS171;14;0;50
Cirugía de corazón;28;3:49:28;30/10/2015 07:04:22;IPS474;14;0;50
Consultas medicas con especialistas;19;4:21:08;21/02/2016 03:13:08;IPS214;14;0;50
Examenes de sangre;22;8:55:17;15/03/2015 10:16:10;IPS448;14;0;50
Terapia post traumática;39;11:31:54;07/05/2013 11:11:03;IPS87;14;0;50
Terapia post traumática;31;9:41:18;06/11/2018 09:00:30;IPS102;14;0;50
Remisión cardiólogo;33;8:21:36;20/07/2013 08:02:04;IPS286;14;0;50
Jornadas de vacunacion;42;1:41:48;08/05/2017 08:07:16;IPS362;14;0;50
Examen de sangre;37;2:21:35;22/11/2019 09:43:49;IPS363;14;0;50
Consultas medicas con especialistas;37;2:14:05;03/03/2010 02:31:42;IPS337;14;0;50
Consulta dolor cardiaco;39;9:39:29;23/08/2018 06:08:34;IPS2;14;0;50
Consulta malestar general;29;6:31:09;04/04/2018 09:14:41;IPS321;14;0;50
Consulta progreso de diabetes;41;9:19:38;23/11/2017 07:17:41;IPS433;14;0;50
Jornadas de vacunacion;23;5:02:59;23/12/2012 03:40:23;IPS442;14;0;50
Terapia post traumática;16;7:34:40;11/10/2011 11:23:24;IPS54;14;0;50
Consulta malestar general;16;9:07:44;02/01/2016 12:51:21;IPS352;14;0;50
Examen de sangre;24;8:04:34;16/04/2010 05:07:45;IPS155;14;0;50
Remisión cardiólogo;23;2:16:38;23/01/2010 04:00:25;IPS336;14;0;50
Jornadas de vacunacion;39;11:26:35;16/01/2017 05:55:35;IPS465;14;0;50
Consultas medicas con especialistas;45;2:51:10;05/12/2013 09:30:55;IPS324;14;0;50
Examenes de sangre;34;8:51:14;06/02/2019 06:08:47;IPS393;14;0;50
Radiografias;25;5:58:41;28/03/2015 02:37:38;IPS300;14;0;50
Consultas medicas con medico general;30;6:16:05;07/05/2013 09:07:30;IPS311;14;0;50
Examenes de sangre;18;2:48:30;02/07/2012 03:03:22;IPS397;14;0;50
Consulta malestar general;37;5:29:39;28/08/2013 06:37:55;IPS222;14;0;50
Consultas medicas con medico general;25;8:17:50;22/11/2010 07:10:08;IPS117;14;0;50
Consulta dolor cardiaco;42;3:48:50;06/02/2015 08:28:05;IPS330;14;0;50
Consulta progreso de diabetes;44;4:50:44;12/07/2016 10:38:37;IPS292;14;0;50
Consulta malestar general;32;8:33:43;13/09/2011 01:59:53;IPS390;14;0;50
Cirugía de corazón;19;8:50:42;09/08/2019 09:55:21;IPS8;14;0;50
Jornadas de vacunacion;45;10:25:20;07/05/2011 09:52:33;IPS306;14;0;50
Cirugía de corazón;38;5:44:08;28/10/2013 04:56:59;IPS419;14;0;50
Remisión cardiólogo;41;10:45:18;04/07/2013 04:05:36;IPS235;14;0;50
Hospitalización por infarto;23;4:11:25;03/02/2011 08:19:08;IPS62;14;0;50
Consultas medicas con especialistas;34;1:25:17;13/09/2017 03:57:16;IPS312;14;0;50
Cirugía de corazón;23;6:50:58;29/12/2015 04:41:07;IPS112;14;0;50
Consulta malestar general;29;4:05:43;15/08/2013 06:56:33;IPS139;14;0;50
Examenes de sangre;36;10:50:19;19/05/2013 10:11:04;IPS229;14;0;50
Examenes de sangre;34;5:01:53;27/11/2012 05:22:44;IPS448;14;0;50
Examen de sangre;37;12:23:55;24/01/2015 09:15:17;IPS384;14;0;50
Radiografias;44;1:43:26;14/04/2014 04:08:36;IPS278;14;0;50
Hospitalización por infarto;26;1:57:09;29/06/2016 12:22:28;IPS383;14;0;50
Consulta progreso de diabetes;45;10:49:55;17/04/2016 07:53:29;IPS293;14;0;50
Consultas medicas con medico general;17;9:55:54;09/10/2015 08:31:07;IPS291;14;0;50
Hospitalización por infarto;43;9:21:13;09/09/2017 05:52:47;IPS104;14;0;50
Examen de sangre;40;2:45:29;08/04/2017 01:17:01;IPS411;14;0;50
Radiografias;29;6:01:53;16/12/2016 12:04:42;IPS69;14;0;50
Consultas medicas con medico general;16;4:09:04;08/12/2009 06:55:59;IPS401;14;0;50
Consulta dolor cardiaco;16;6:02:11;12/01/2018 06:35:22;IPS194;14;0;50
Examen de sangre;27;9:51:35;26/07/2014 02:43:11;IPS271;14;0;50
Remisión cardiólogo;22;4:18:37;21/05/2014 10:01:10;IPS435;14;0;50
Hospitalización por infarto;25;12:56:03;02/03/2019 09:10:42;IPS444;14;0;50
Radiografias;40;10:01:40;19/06/2017 06:53:30;IPS71;14;0;50
Consultas medicas con especialistas;38;1:21:07;14/12/2016 06:36:56;IPS276;14;0;50
Consulta dolor cardiaco;35;6:38:37;08/12/2013 05:09:59;IPS344;14;0;50
Jornadas de vacunacion;43;8:19:24;11/11/2017 11:08:04;IPS390;14;0;50
Consulta malestar general;24;5:49:13;06/03/2010 01:44:56;IPS220;14;0;50
Radiografias;26;11:06:38;20/07/2017 03:57:09;IPS166;14;0;50
Consulta dolor cardiaco;24;2:55:56;07/04/2011 12:59:08;IPS76;14;0;50
Terapia post traumática;17;12:12:19;28/07/2015 11:57:07;IPS325;14;0;50
Consultas medicas con medico general;41;4:22:15;27/06/2012 12:55:38;IPS61;14;0;50
Consultas medicas con medico general;29;9:12:43;27/06/2019 02:34:49;IPS234;14;0;50
Consulta malestar general;36;3:11:10;14/04/2017 12:26:38;IPS89;14;0;50
Terapia post traumática;29;4:00:29;20/03/2013 09:06:10;IPS71;14;0;50
Consulta dolor cardiaco;17;1:27:31;29/07/2019 03:13:06;IPS270;14;0;50
Consultas medicas con medico general;45;1:00:27;28/10/2015 07:18:13;IPS470;14;0;50
Jornadas de vacunacion;44;10:02:21;06/06/2017 01:34:27;IPS484;14;0;50
Hospitalización por infarto;34;3:20:05;30/07/2019 11:36:06;IPS213;14;0;50
Jornadas de vacunacion;19;6:37:06;29/10/2014 05:54:17;IPS278;14;0;50
Jornadas de vacunacion;27;12:24:06;22/08/2017 08:59:03;IPS401;14;0;50
Examenes de sangre;30;12:28:39;21/06/2019 05:06:58;IPS437;14;0;50
Remisión cardiólogo;35;7:31:09;24/03/2010 11:03:00;IPS176;14;0;50
Consulta dolor cardiaco;41;12:40:34;18/08/2014 01:08:57;IPS345;14;0;50
Radiografias;38;9:42:15;06/08/2010 02:03:53;IPS355;14;0;50
Consultas medicas con medico general;39;11:08:10;03/04/2017 01:54:17;IPS193;14;0;50
Terapia post traumática;28;9:46:37;20/10/2011 08:21:10;IPS413;14;0;50
Consultas medicas con medico general;43;7:45:20;20/09/2016 07:13:12;IPS179;14;0;50
Consulta progreso de diabetes;24;6:29:32;06/12/2017 11:59:18;IPS51;14;0;50
Remisión cardiólogo;21;4:00:31;02/06/2010 07:08:56;IPS497;14;0;50
Consulta dolor cardiaco;19;8:41:21;07/02/2014 09:40:36;IPS407;14;0;50
Examen de sangre;37;3:36:34;22/11/2016 05:40:34;IPS304;14;0;50
Consulta malestar general;33;6:21:41;15/08/2010 11:35:01;IPS237;14;0;50
Terapia post traumática;35;1:51:11;18/10/2015 12:39:35;IPS271;14;0;50
Hospitalización por infarto;23;2:26:03;09/12/2014 04:09:23;IPS485;14;0;50
Hospitalización por infarto;36;5:29:41;27/04/2015 11:00:08;IPS272;14;0;50
Consultas medicas con medico general;44;4:49:18;21/12/2014 06:50:01;IPS239;14;0;50
Terapia post traumática;43;4:12:45;11/05/2012 12:45:20;IPS455;14;0;50
Consultas odontologicas;45;6:34:42;11/11/2018 01:48:01;IPS115;14;0;50
Cirugía de corazón;21;5:09:04;08/04/2015 10:36:03;IPS221;14;0;50
Jornadas de vacunacion;16;2:58:35;19/12/2015 12:41:55;IPS119;14;0;50
Consultas medicas con especialistas;18;2:40:09;04/02/2019 08:10:48;IPS34;14;0;50
Remisión cardiólogo;34;11:40:49;18/02/2014 12:19:45;IPS144;14;0;50
Jornadas de vacunacion;33;1:18:52;05/02/2017 01:17:58;IPS246;14;0;50
Jornadas de vacunacion;20;5:20:58;03/06/2011 04:23:02;IPS364;14;0;50
Consulta malestar general;43;1:56:41;07/06/2010 11:43:31;IPS441;14;0;50
Consulta malestar general;19;1:29:05;04/11/2011 09:43:01;IPS30;14;0;50
Consulta dolor cardiaco;15;3:34:14;11/12/2010 08:21:59;IPS173;14;0;50
Examenes de sangre;20;4:11:44;24/04/2015 07:01:24;IPS308;14;0;50
Consultas odontologicas;18;10:06:58;02/10/2019 04:13:34;IPS356;14;0;50
Consulta malestar general;45;1:27:41;28/07/2010 12:37:06;IPS204;14;0;50
Jornadas de vacunacion;42;10:52:48;17/02/2013 10:40:36;IPS384;14;0;50
Consulta progreso de diabetes;24;4:50:05;21/07/2011 05:45:24;IPS71;14;0;50
Consultas medicas con especialistas;43;10:46:36;26/12/2009 03:50:45;IPS446;14;0;50
Jornadas de vacunacion;29;10:29:47;08/09/2012 09:21:08;IPS235;14;0;50
Cirugía de corazón;43;7:36:02;30/08/2018 05:38:34;IPS168;14;0;50
Cirugía de corazón;44;9:48:50;01/07/2012 02:46:38;IPS152;14;0;50
Consulta dolor cardiaco;17;6:45:26;23/09/2010 11:40:44;IPS213;14;0;50
Remisión cardiólogo;40;3:15:05;09/03/2017 11:24:14;IPS163;14;0;50
Radiografias;23;11:49:45;03/06/2015 01:02:30;IPS93;14;0;50
Consultas odontologicas;17;7:02:18;24/03/2016 04:20:00;IPS475;14;0;50
Jornadas de vacunacion;32;9:46:11;15/08/2011 07:54:42;IPS249;14;0;50
Consulta dolor cardiaco;18;5:12:39;05/04/2018 11:09:12;IPS89;14;0;50
Consulta malestar general;28;11:32:38;30/11/2010 02:21:33;IPS171;14;0;50
Remisión cardiólogo;45;12:19:40;15/09/2011 05:44:22;IPS455;14;0;50
Examenes de sangre;36;12:21:39;22/03/2017 02:04:56;IPS418;14;0;50
Consultas odontologicas;38;3:17:52;28/07/2018 04:32:17;IPS259;14;0;50
Radiografias;45;2:13:03;02/04/2015 11:55:25;IPS338;14;0;50
Hospitalización por infarto;29;9:59:19;02/04/2015 08:11:50;IPS262;14;0;50
Consulta dolor cardiaco;25;10:22:13;10/10/2019 09:27:13;IPS361;14;0;50
