ID_MEDICO,ID_IPS
861498,IPS223
861499,IPS162
861500,IPS51
861501,IPS355
861502,IPS208
861503,IPS443
861504,IPS443
861505,IPS168
861506,IPS376
861507,IPS84
861508,IPS229
861509,IPS112
861510,IPS9
861511,IPS407
861512,IPS177
861513,IPS140
861514,IPS212
861515,IPS309
861516,IPS249
861517,IPS274
861518,IPS321
861519,IPS328
861520,IPS111
861521,IPS363
861522,IPS469
861523,IPS318
861524,IPS389
861525,IPS146
861526,IPS215
861527,IPS359
861528,IPS35
861529,IPS290
861530,IPS13
861531,IPS391
861532,IPS65
861533,IPS228
861534,IPS107
861535,IPS299
861536,IPS255
861537,IPS358
861538,IPS403
861539,IPS206
861540,IPS34
861541,IPS274
861542,IPS415
861543,IPS317
861544,IPS176
861545,IPS450
861546,IPS486
861547,IPS385
861548,IPS88
861549,IPS65
861550,IPS463
861551,IPS162
861552,IPS410
861553,IPS8
861554,IPS144
861555,IPS439
861556,IPS335
861557,IPS162
861558,IPS13
861559,IPS289
861560,IPS123
861561,IPS14
861562,IPS51
861563,IPS180
861564,IPS93
861565,IPS57
861566,IPS167
861567,IPS152
861568,IPS318
861569,IPS16
861570,IPS171
861571,IPS231
861572,IPS207
861573,IPS451
861574,IPS468
861575,IPS91
861576,IPS362
861577,IPS441
861578,IPS238
861579,IPS164
861580,IPS426
861581,IPS337
861582,IPS104
861583,IPS9
861584,IPS166
861585,IPS462
861586,IPS266
861587,IPS183
861588,IPS214
861589,IPS248
861590,IPS44
861591,IPS266
861592,IPS73
861593,IPS27
861594,IPS498
861595,IPS116
861596,IPS411
861597,IPS440
861598,IPS399
861599,IPS116
861600,IPS383
861601,IPS256
861602,IPS190
861603,IPS260
861604,IPS9
861605,IPS24
861606,IPS496
861607,IPS77
861608,IPS439
861609,IPS491
861610,IPS459
861611,IPS442
861612,IPS444
861613,IPS329
861614,IPS158
861615,IPS454
861616,IPS81
861617,IPS429
861618,IPS353
861619,IPS360
861620,IPS283
861621,IPS361
861622,IPS26
861623,IPS462
861624,IPS51
861625,IPS234
861626,IPS340
861627,IPS293
861628,IPS44
861629,IPS159
861630,IPS395
861631,IPS335
861632,IPS365
861633,IPS204
861634,IPS470
861635,IPS435
861636,IPS253
861637,IPS51
861638,IPS226
861639,IPS278
861640,IPS349
861641,IPS478
861642,IPS120
861643,IPS100
861644,IPS210
861645,IPS412
861646,IPS420
861647,IPS334
861648,IPS232
861649,IPS403
861650,IPS440
861651,IPS171
861652,IPS136
861653,IPS500
861654,IPS421
861655,IPS112
861656,IPS433
861657,IPS196
861658,IPS219
861659,IPS310
861660,IPS403
861661,IPS285
861662,IPS114
861663,IPS53
861664,IPS443
861665,IPS110
861666,IPS212
861667,IPS428
861668,IPS42
861669,IPS310
861670,IPS105
861671,IPS212
861672,IPS477
861673,IPS344
861674,IPS57
861675,IPS8
861676,IPS243
861677,IPS285
861678,IPS276
861679,IPS133
861680,IPS142
861681,IPS307
861682,IPS81
861683,IPS316
861684,IPS345
861685,IPS270
861686,IPS211
861687,IPS374
861688,IPS21
861689,IPS124
861690,IPS97
861691,IPS280
861692,IPS242
861693,IPS111
861694,IPS125
861695,IPS153
861696,IPS87
861697,IPS320
861698,IPS23
861699,IPS240
861700,IPS130
861701,IPS268
861702,IPS358
861703,IPS265
861704,IPS196
861705,IPS183
861706,IPS129
861707,IPS215
861708,IPS106
861709,IPS487
861710,IPS193
861711,IPS253
861712,IPS118
861713,IPS416
861714,IPS89
861715,IPS83
861716,IPS116
861717,IPS444
861718,IPS149
861719,IPS232
861720,IPS252
861721,IPS409
861722,IPS213
861723,IPS69
861724,IPS233
861725,IPS141
861726,IPS274
861727,IPS410
861728,IPS380
861729,IPS445
861730,IPS185
861731,IPS51
861732,IPS41
861733,IPS46
861734,IPS69
861735,IPS460
861736,IPS247
861737,IPS416
861738,IPS447
861739,IPS405
861740,IPS319
861741,IPS170
861742,IPS289
861743,IPS494
861744,IPS139
861745,IPS370
861746,IPS453
861747,IPS446
861748,IPS381
861749,IPS122
861750,IPS122
861751,IPS411
861752,IPS188
861753,IPS301
861754,IPS417
861755,IPS324
861756,IPS325
861757,IPS497
861758,IPS128
861759,IPS98
861760,IPS374
861761,IPS398
861762,IPS58
861763,IPS273
861764,IPS364
861765,IPS283
861766,IPS273
861767,IPS500
861768,IPS344
861769,IPS219
861770,IPS75
861771,IPS291
861772,IPS196
861773,IPS226
861774,IPS47
861775,IPS183
861776,IPS79
861777,IPS78
861778,IPS252
861779,IPS83
861780,IPS377
861781,IPS454
861782,IPS201
861783,IPS175
861784,IPS123
861785,IPS458
861786,IPS434
861787,IPS150
861788,IPS13
861789,IPS470
861790,IPS77
861791,IPS28
861792,IPS79
861793,IPS424
861794,IPS422
861795,IPS264
861796,IPS360
861797,IPS380
861798,IPS216
861799,IPS80
861800,IPS258
861801,IPS178
861802,IPS298
861803,IPS124
861804,IPS98
861805,IPS371
861806,IPS392
861807,IPS63
861808,IPS370
861809,IPS53
861810,IPS377
861811,IPS296
861812,IPS428
861813,IPS295
861814,IPS421
861815,IPS421
861816,IPS264
861817,IPS95
861818,IPS383
861819,IPS168
861820,IPS64
861821,IPS342
861822,IPS292
861823,IPS169
861824,IPS150
861825,IPS331
861826,IPS57
861827,IPS388
861828,IPS251
861829,IPS452
861830,IPS178
861831,IPS190
861832,IPS248
861833,IPS269
861834,IPS247
861835,IPS368
861836,IPS299
861837,IPS310
861838,IPS290
861839,IPS311
861840,IPS257
861841,IPS331
861842,IPS135
861843,IPS96
861844,IPS52
861845,IPS23
861846,IPS412
861847,IPS128
861848,IPS297
861849,IPS490
861850,IPS406
861851,IPS136
861852,IPS359
861853,IPS56
861854,IPS387
861855,IPS264
861856,IPS116
861857,IPS267
861858,IPS395
861859,IPS416
861860,IPS257
861861,IPS147
861862,IPS18
861863,IPS302
861864,IPS436
861865,IPS306
861866,IPS54
861867,IPS365
861868,IPS41
861869,IPS36
861870,IPS443
861871,IPS74
861872,IPS409
861873,IPS26
861874,IPS455
861875,IPS137
861876,IPS420
861877,IPS27
861878,IPS327
861879,IPS305
861880,IPS167
861881,IPS491
861882,IPS329
861883,IPS389
861884,IPS232
861885,IPS440
861886,IPS170
861887,IPS371
861888,IPS10
861889,IPS18
861890,IPS284
861891,IPS55
861892,IPS484
861893,IPS247
861894,IPS45
861895,IPS7
861896,IPS323
861897,IPS228
861898,IPS11
861899,IPS304
861900,IPS431
861901,IPS125
861902,IPS413
861903,IPS234
861904,IPS11
861905,IPS48
861906,IPS435
861907,IPS292
861908,IPS330
861909,IPS183
861910,IPS358
861911,IPS398
861912,IPS143
861913,IPS216
861914,IPS269
861915,IPS113
861916,IPS22
861917,IPS431
861918,IPS121
861919,IPS71
861920,IPS15
861921,IPS227
861922,IPS95
861923,IPS168
861924,IPS204
861925,IPS6
861926,IPS57
861927,IPS10
861928,IPS192
861929,IPS389
861930,IPS65
861931,IPS61
861932,IPS365
861933,IPS162
861934,IPS335
861935,IPS92
861936,IPS426
861937,IPS7
861938,IPS269
861939,IPS194
861940,IPS480
861941,IPS18
861942,IPS405
861943,IPS494
861944,IPS225
861945,IPS33
861946,IPS359
861947,IPS356
861948,IPS363
861949,IPS450
861950,IPS494
861951,IPS186
861952,IPS152
861953,IPS278
861954,IPS286
861955,IPS128
861956,IPS385
861957,IPS316
861958,IPS118
861959,IPS9
861960,IPS376
861961,IPS162
861962,IPS464
861963,IPS376
861964,IPS129
861965,IPS174
861966,IPS154
861967,IPS373
861968,IPS66
861969,IPS232
861970,IPS111
861971,IPS381
861972,IPS363
861973,IPS157
861974,IPS76
861975,IPS442
861976,IPS124
861977,IPS396
861978,IPS441
861979,IPS233
861980,IPS164
861981,IPS153
861982,IPS229
861983,IPS61
861984,IPS45
861985,IPS456
861986,IPS434
861987,IPS278
861988,IPS356
861989,IPS491
861990,IPS19
861991,IPS96
861992,IPS239
861993,IPS473
861994,IPS109
861995,IPS367
861996,IPS348
861997,IPS333
861998,IPS497
861999,IPS181
862000,IPS275
862001,IPS478
862002,IPS435
862003,IPS357
862004,IPS289
862005,IPS180
862006,IPS416
862007,IPS445
862008,IPS2
862009,IPS400
862010,IPS115
862011,IPS273
862012,IPS311
862013,IPS35
862014,IPS128
862015,IPS153
862016,IPS216
862017,IPS377
862018,IPS29
862019,IPS386
862020,IPS30
862021,IPS298
862022,IPS478
862023,IPS396
862024,IPS149
862025,IPS499
862026,IPS174
862027,IPS421
862028,IPS373
862029,IPS369
862030,IPS218
862031,IPS376
862032,IPS275
862033,IPS270
862034,IPS192
862035,IPS385
862036,IPS494
862037,IPS444
862038,IPS360
862039,IPS480
862040,IPS179
862041,IPS457
862042,IPS400
862043,IPS498
862044,IPS71
862045,IPS199
862046,IPS16
862047,IPS99
862048,IPS115
862049,IPS395
862050,IPS248
862051,IPS431
862052,IPS212
862053,IPS33
862054,IPS448
862055,IPS151
862056,IPS12
862057,IPS238
862058,IPS70
862059,IPS317
862060,IPS110
862061,IPS236
862062,IPS41
862063,IPS55
862064,IPS319
862065,IPS461
862066,IPS499
862067,IPS273
862068,IPS232
862069,IPS491
862070,IPS93
862071,IPS292
862072,IPS144
862073,IPS429
862074,IPS442
862075,IPS396
862076,IPS466
862077,IPS166
862078,IPS249
862079,IPS249
862080,IPS68
862081,IPS62
862082,IPS225
862083,IPS495
862084,IPS237
862085,IPS316
862086,IPS447
862087,IPS40
862088,IPS404
862089,IPS310
862090,IPS319
862091,IPS232
862092,IPS461
862093,IPS446
862094,IPS205
862095,IPS371
862096,IPS430
862097,IPS70
862098,IPS93
862099,IPS53
862100,IPS8
862101,IPS273
862102,IPS451
862103,IPS200
862104,IPS348
862105,IPS78
862106,IPS434
862107,IPS3
862108,IPS94
862109,IPS372
862110,IPS230
862111,IPS130
862112,IPS248
862113,IPS462
862114,IPS271
862115,IPS271
862116,IPS306
862117,IPS397
862118,IPS459
862119,IPS176
862120,IPS428
862121,IPS76
862122,IPS483
862123,IPS426
862124,IPS61
862125,IPS42
862126,IPS4
862127,IPS269
862128,IPS451
862129,IPS312
862130,IPS314
862131,IPS103
862132,IPS53
862133,IPS184
862134,IPS166
862135,IPS372
862136,IPS279
862137,IPS428
862138,IPS486
862139,IPS313
862140,IPS111
862141,IPS60
862142,IPS361
862143,IPS462
862144,IPS198
862145,IPS63
862146,IPS254
862147,IPS471
862148,IPS486
862149,IPS355
862150,IPS80
862151,IPS72
862152,IPS152
862153,IPS241
862154,IPS424
862155,IPS209
862156,IPS427
862157,IPS82
862158,IPS327
862159,IPS64
862160,IPS436
862161,IPS205
862162,IPS395
862163,IPS258
862164,IPS158
862165,IPS487
862166,IPS320
862167,IPS415
862168,IPS18
862169,IPS360
862170,IPS292
862171,IPS337
862172,IPS241
862173,IPS49
862174,IPS385
862175,IPS417
862176,IPS392
862177,IPS284
862178,IPS441
862179,IPS371
862180,IPS422
862181,IPS1
862182,IPS167
862183,IPS273
862184,IPS338
862185,IPS29
862186,IPS329
862187,IPS182
862188,IPS415
862189,IPS261
862190,IPS250
862191,IPS274
862192,IPS81
862193,IPS286
862194,IPS482
862195,IPS209
862196,IPS316
862197,IPS5
862198,IPS221
862199,IPS64
862200,IPS215
862201,IPS221
862202,IPS255
862203,IPS44
862204,IPS390
862205,IPS156
862206,IPS480
862207,IPS97
862208,IPS91
862209,IPS348
862210,IPS205
862211,IPS7
862212,IPS44
862213,IPS353
862214,IPS4
862215,IPS165
862216,IPS435
862217,IPS165
862218,IPS275
862219,IPS187
862220,IPS488
862221,IPS435
862222,IPS381
862223,IPS436
862224,IPS224
862225,IPS308
862226,IPS305
862227,IPS475
862228,IPS258
862229,IPS326
862230,IPS483
862231,IPS469
862232,IPS25
862233,IPS122
862234,IPS309
862235,IPS122
862236,IPS322
862237,IPS33
862238,IPS93
862239,IPS478
862240,IPS456
862241,IPS99
862242,IPS11
862243,IPS277
862244,IPS200
862245,IPS364
862246,IPS187
862247,IPS357
862248,IPS70
862249,IPS127
862250,IPS439
862251,IPS195
862252,IPS89
862253,IPS234
862254,IPS433
862255,IPS303
862256,IPS308
862257,IPS54
862258,IPS250
862259,IPS313
862260,IPS470
862261,IPS248
862262,IPS140
862263,IPS150
862264,IPS151
862265,IPS97
862266,IPS140
862267,IPS19
862268,IPS122
862269,IPS447
862270,IPS494
862271,IPS248
862272,IPS396
862273,IPS303
862274,IPS58
862275,IPS350
862276,IPS453
862277,IPS279
862278,IPS315
862279,IPS22
862280,IPS469
862281,IPS261
862282,IPS156
862283,IPS332
862284,IPS102
862285,IPS371
862286,IPS378
862287,IPS377
862288,IPS109
862289,IPS369
862290,IPS162
862291,IPS420
862292,IPS472
862293,IPS39
862294,IPS94
862295,IPS375
862296,IPS327
862297,IPS491
862298,IPS393
862299,IPS253
862300,IPS419
862301,IPS459
862302,IPS196
862303,IPS117
862304,IPS279
862305,IPS146
862306,IPS321
862307,IPS182
862308,IPS345
862309,IPS163
862310,IPS279
862311,IPS354
862312,IPS314
862313,IPS414
862314,IPS223
862315,IPS133
862316,IPS454
862317,IPS205
862318,IPS146
862319,IPS85
862320,IPS270
862321,IPS57
862322,IPS181
862323,IPS335
862324,IPS252
862325,IPS204
862326,IPS413
862327,IPS461
862328,IPS224
862329,IPS386
862330,IPS183
862331,IPS365
862332,IPS489
862333,IPS149
862334,IPS353
862335,IPS255
862336,IPS243
862337,IPS24
862338,IPS215
862339,IPS387
862340,IPS222
862341,IPS24
862342,IPS375
862343,IPS312
862344,IPS281
862345,IPS118
862346,IPS200
862347,IPS125
862348,IPS76
862349,IPS381
862350,IPS406
862351,IPS442
862352,IPS253
862353,IPS437
862354,IPS311
862355,IPS52
862356,IPS59
862357,IPS261
862358,IPS192
862359,IPS4
862360,IPS310
862361,IPS283
862362,IPS189
862363,IPS173
862364,IPS438
862365,IPS317
862366,IPS234
862367,IPS246
862368,IPS167
862369,IPS293
862370,IPS206
862371,IPS500
862372,IPS445
862373,IPS279
862374,IPS292
862375,IPS313
862376,IPS236
862377,IPS407
862378,IPS124
862379,IPS228
862380,IPS372
862381,IPS479
862382,IPS449
862383,IPS304
862384,IPS279
862385,IPS196
862386,IPS293
862387,IPS420
862388,IPS118
862389,IPS136
862390,IPS7
862391,IPS171
862392,IPS210
862393,IPS171
862394,IPS450
862395,IPS182
862396,IPS153
862397,IPS247
862398,IPS108
862399,IPS335
862400,IPS433
862401,IPS348
862402,IPS366
862403,IPS401
862404,IPS74
862405,IPS262
862406,IPS81
862407,IPS308
862408,IPS344
862409,IPS452
862410,IPS179
862411,IPS92
862412,IPS128
862413,IPS46
862414,IPS184
862415,IPS445
862416,IPS42
862417,IPS72
862418,IPS478
862419,IPS364
862420,IPS258
862421,IPS318
862422,IPS223
862423,IPS296
862424,IPS226
862425,IPS179
862426,IPS334
862427,IPS94
862428,IPS438
862429,IPS423
862430,IPS59
862431,IPS320
862432,IPS142
862433,IPS289
862434,IPS296
862435,IPS284
862436,IPS407
862437,IPS121
862438,IPS182
862439,IPS369
862440,IPS293
862441,IPS436
862442,IPS192
862443,IPS144
862444,IPS346
862445,IPS474
862446,IPS309
862447,IPS387
862448,IPS19
862449,IPS21
862450,IPS325
862451,IPS81
862452,IPS355
862453,IPS329
862454,IPS190
862455,IPS310
862456,IPS449
862457,IPS269
862458,IPS476
862459,IPS352
862460,IPS155
862461,IPS157
862462,IPS424
862463,IPS218
862464,IPS449
862465,IPS118
862466,IPS314
862467,IPS425
862468,IPS41
862469,IPS158
862470,IPS337
862471,IPS487
862472,IPS258
862473,IPS298
862474,IPS68
862475,IPS390
862476,IPS158
862477,IPS92
862478,IPS478
862479,IPS222
862480,IPS116
862481,IPS271
862482,IPS416
862483,IPS231
862484,IPS310
862485,IPS383
862486,IPS477
862487,IPS315
862488,IPS380
862489,IPS135
862490,IPS257
862491,IPS56
862492,IPS357
862493,IPS447
862494,IPS229
862495,IPS219
862496,IPS372
862497,IPS193
862498,IPS345
862499,IPS65
862500,IPS436
862501,IPS256
862502,IPS89
862503,IPS128
862504,IPS100
862505,IPS240
862506,IPS23
862507,IPS397
862508,IPS251
862509,IPS323
862510,IPS79
862511,IPS470
862512,IPS90
862513,IPS200
862514,IPS273
862515,IPS153
862516,IPS130
862517,IPS78
862518,IPS192
862519,IPS224
862520,IPS342
862521,IPS364
862522,IPS339
862523,IPS451
862524,IPS365
862525,IPS369
862526,IPS206
862527,IPS255
862528,IPS372
862529,IPS356
862530,IPS86
862531,IPS407
862532,IPS356
862533,IPS279
862534,IPS329
862535,IPS105
862536,IPS48
862537,IPS498
862538,IPS88
862539,IPS322
862540,IPS433
862541,IPS180
862542,IPS338
862543,IPS330
862544,IPS277
862545,IPS295
862546,IPS203
862547,IPS232
862548,IPS449
862549,IPS41
862550,IPS409
862551,IPS127
862552,IPS26
862553,IPS149
862554,IPS185
862555,IPS115
862556,IPS342
862557,IPS398
862558,IPS129
862559,IPS359
862560,IPS93
862561,IPS110
862562,IPS168
862563,IPS317
862564,IPS358
862565,IPS477
862566,IPS41
862567,IPS92
862568,IPS42
862569,IPS493
862570,IPS433
862571,IPS293
862572,IPS324
862573,IPS146
862574,IPS17
862575,IPS430
862576,IPS335
862577,IPS8
862578,IPS196
862579,IPS484
862580,IPS124
862581,IPS114
862582,IPS173
862583,IPS46
862584,IPS434
862585,IPS287
862586,IPS8
862587,IPS298
862588,IPS397
862589,IPS441
862590,IPS284
862591,IPS345
862592,IPS70
862593,IPS430
862594,IPS2
862595,IPS250
862596,IPS190
862597,IPS465
862598,IPS429
862599,IPS77
862600,IPS141
862601,IPS348
862602,IPS143
862603,IPS154
862604,IPS297
862605,IPS279
862606,IPS186
862607,IPS102
862608,IPS119
862609,IPS405
862610,IPS40
862611,IPS355
862612,IPS114
862613,IPS477
862614,IPS92
862615,IPS385
862616,IPS18
862617,IPS266
862618,IPS386
862619,IPS10
862620,IPS372
862621,IPS365
862622,IPS83
862623,IPS481
862624,IPS101
862625,IPS127
862626,IPS410
862627,IPS384
862628,IPS42
862629,IPS22
862630,IPS290
862631,IPS387
862632,IPS334
862633,IPS350
862634,IPS388
862635,IPS473
862636,IPS278
862637,IPS432
862638,IPS347
862639,IPS143
862640,IPS21
862641,IPS23
862642,IPS205
862643,IPS108
862644,IPS95
862645,IPS131
862646,IPS286
862647,IPS340
862648,IPS484
862649,IPS24
862650,IPS447
862651,IPS157
862652,IPS38
862653,IPS390
862654,IPS243
862655,IPS336
862656,IPS440
862657,IPS409
862658,IPS498
862659,IPS133
862660,IPS19
862661,IPS420
862662,IPS32
862663,IPS353
862664,IPS76
862665,IPS32
862666,IPS357
862667,IPS112
862668,IPS93
862669,IPS83
862670,IPS114
862671,IPS154
862672,IPS228
862673,IPS273
862674,IPS170
862675,IPS247
862676,IPS388
862677,IPS350
862678,IPS151
862679,IPS314
862680,IPS400
862681,IPS297
862682,IPS307
862683,IPS285
862684,IPS191
862685,IPS17
862686,IPS286
862687,IPS377
862688,IPS321
862689,IPS32
862690,IPS448
862691,IPS173
862692,IPS217
862693,IPS177
862694,IPS426
862695,IPS396
862696,IPS151
862697,IPS396
862698,IPS219
862699,IPS198
862700,IPS20
862701,IPS32
862702,IPS231
862703,IPS322
862704,IPS290
862705,IPS284
862706,IPS124
862707,IPS289
862708,IPS126
862709,IPS67
862710,IPS423
862711,IPS415
862712,IPS242
862713,IPS207
862714,IPS159
862715,IPS376
862716,IPS230
862717,IPS232
862718,IPS276
862719,IPS360
862720,IPS476
862721,IPS267
862722,IPS330
862723,IPS445
862724,IPS395
862725,IPS359
862726,IPS243
862727,IPS440
862728,IPS490
862729,IPS407
862730,IPS2
862731,IPS172
862732,IPS298
862733,IPS1
862734,IPS45
862735,IPS154
862736,IPS246
862737,IPS498
862738,IPS72
862739,IPS152
862740,IPS14
862741,IPS325
862742,IPS172
862743,IPS16
862744,IPS167
862745,IPS475
862746,IPS234
862747,IPS47
862748,IPS175
862749,IPS285
862750,IPS70
862751,IPS159
862752,IPS274
862753,IPS17
862754,IPS43
862755,IPS84
862756,IPS277
862757,IPS186
862758,IPS406
862759,IPS500
862760,IPS356
862761,IPS305
862762,IPS403
862763,IPS177
862764,IPS237
862765,IPS2
862766,IPS456
862767,IPS285
862768,IPS345
862769,IPS337
862770,IPS350
862771,IPS84
862772,IPS149
862773,IPS498
862774,IPS186
862775,IPS427
862776,IPS455
862777,IPS495
862778,IPS33
862779,IPS492
862780,IPS107
862781,IPS388
862782,IPS104
862783,IPS133
862784,IPS72
862785,IPS72
862786,IPS317
862787,IPS359
862788,IPS15
862789,IPS367
862790,IPS299
862791,IPS461
862792,IPS465
862793,IPS411
862794,IPS253
862795,IPS187
862796,IPS194
862797,IPS216
862798,IPS5
862799,IPS280
862800,IPS108
862801,IPS372
862802,IPS415
862803,IPS319
862804,IPS293
862805,IPS270
862806,IPS416
862807,IPS371
862808,IPS273
862809,IPS489
862810,IPS130
862811,IPS456
862812,IPS399
862813,IPS79
862814,IPS144
862815,IPS500
862816,IPS211
862817,IPS395
862818,IPS433
862819,IPS408
862820,IPS479
862821,IPS499
862822,IPS418
862823,IPS336
862824,IPS429
862825,IPS171
862826,IPS372
862827,IPS83
862828,IPS361
862829,IPS64
862830,IPS86
862831,IPS158
862832,IPS448
862833,IPS468
862834,IPS157
862835,IPS401
862836,IPS484
862837,IPS287
862838,IPS206
862839,IPS305
862840,IPS2
862841,IPS186
862842,IPS447
862843,IPS493
862844,IPS489
862845,IPS391
862846,IPS427
862847,IPS75
862848,IPS26
862849,IPS65
862850,IPS307
862851,IPS82
862852,IPS162
862853,IPS330
862854,IPS307
862855,IPS442
862856,IPS345
862857,IPS270
862858,IPS80
862859,IPS316
862860,IPS63
862861,IPS294
862862,IPS442
862863,IPS362
862864,IPS398
862865,IPS183
862866,IPS241
862867,IPS331
862868,IPS423
862869,IPS31
862870,IPS187
862871,IPS321
862872,IPS65
862873,IPS477
862874,IPS365
862875,IPS85
862876,IPS181
862877,IPS60
862878,IPS265
862879,IPS32
862880,IPS247
862881,IPS395
862882,IPS479
862883,IPS404
862884,IPS259
862885,IPS237
862886,IPS424
862887,IPS465
862888,IPS419
862889,IPS16
862890,IPS478
862891,IPS309
862892,IPS500
862893,IPS253
862894,IPS336
862895,IPS363
862896,IPS133
862897,IPS177
862898,IPS105
862899,IPS124
862900,IPS82
862901,IPS448
862902,IPS236
862903,IPS87
862904,IPS29
862905,IPS489
862906,IPS130
862907,IPS296
862908,IPS151
862909,IPS209
862910,IPS448
862911,IPS373
862912,IPS446
862913,IPS82
862914,IPS78
862915,IPS485
862916,IPS449
862917,IPS140
862918,IPS276
862919,IPS60
862920,IPS483
862921,IPS117
862922,IPS301
862923,IPS38
862924,IPS436
862925,IPS238
862926,IPS428
862927,IPS408
862928,IPS355
862929,IPS467
862930,IPS143
862931,IPS407
862932,IPS295
862933,IPS126
862934,IPS379
862935,IPS47
862936,IPS455
862937,IPS345
862938,IPS97
862939,IPS178
862940,IPS391
862941,IPS323
862942,IPS363
862943,IPS213
862944,IPS449
862945,IPS430
862946,IPS113
862947,IPS362
862948,IPS377
862949,IPS469
862950,IPS32
862951,IPS96
862952,IPS458
862953,IPS476
862954,IPS291
862955,IPS249
862956,IPS9
862957,IPS71
862958,IPS250
862959,IPS216
862960,IPS499
862961,IPS325
862962,IPS376
862963,IPS235
862964,IPS435
862965,IPS364
862966,IPS343
862967,IPS278
862968,IPS412
862969,IPS241
862970,IPS319
862971,IPS484
862972,IPS188
862973,IPS412
862974,IPS303
862975,IPS205
862976,IPS213
862977,IPS101
862978,IPS53
862979,IPS53
862980,IPS212
862981,IPS456
862982,IPS481
862983,IPS150
862984,IPS107
862985,IPS270
862986,IPS67
862987,IPS405
862988,IPS455
862989,IPS26
862990,IPS451
862991,IPS56
862992,IPS423
862993,IPS83
862994,IPS332
862995,IPS337
862996,IPS80
862997,IPS42
862998,IPS324
862999,IPS196
863000,IPS4
863001,IPS35
863002,IPS378
863003,IPS418
863004,IPS127
863005,IPS205
863006,IPS400
863007,IPS184
863008,IPS176
863009,IPS131
863010,IPS309
863011,IPS194
863012,IPS70
863013,IPS11
863014,IPS470
863015,IPS52
863016,IPS148
863017,IPS13
863018,IPS298
863019,IPS432
863020,IPS216
863021,IPS47
863022,IPS360
863023,IPS468
863024,IPS426
863025,IPS210
863026,IPS67
863027,IPS238
863028,IPS446
863029,IPS358
863030,IPS158
863031,IPS165
863032,IPS319
863033,IPS112
863034,IPS286
863035,IPS494
863036,IPS377
863037,IPS231
863038,IPS486
863039,IPS134
863040,IPS414
863041,IPS226
863042,IPS227
863043,IPS261
863044,IPS50
863045,IPS444
863046,IPS330
863047,IPS398
863048,IPS239
863049,IPS165
863050,IPS353
863051,IPS87
863052,IPS58
863053,IPS25
863054,IPS187
863055,IPS367
863056,IPS247
863057,IPS1
863058,IPS115
863059,IPS131
863060,IPS300
863061,IPS79
863062,IPS379
863063,IPS222
863064,IPS295
863065,IPS122
863066,IPS461
863067,IPS458
863068,IPS177
863069,IPS335
863070,IPS152
863071,IPS210
863072,IPS365
863073,IPS42
863074,IPS316
863075,IPS286
863076,IPS265
863077,IPS354
863078,IPS449
863079,IPS56
863080,IPS66
863081,IPS134
863082,IPS103
863083,IPS33
863084,IPS111
863085,IPS236
863086,IPS314
863087,IPS237
863088,IPS203
863089,IPS23
863090,IPS215
863091,IPS160
863092,IPS236
863093,IPS452
863094,IPS94
863095,IPS299
863096,IPS433
863097,IPS65
863098,IPS3
863099,IPS492
863100,IPS293
863101,IPS185
863102,IPS371
863103,IPS61
863104,IPS77
863105,IPS475
863106,IPS244
863107,IPS414
863108,IPS420
863109,IPS299
863110,IPS218
863111,IPS74
863112,IPS412
863113,IPS408
863114,IPS159
863115,IPS386
863116,IPS18
863117,IPS81
863118,IPS146
863119,IPS204
863120,IPS440
863121,IPS215
863122,IPS326
863123,IPS416
863124,IPS223
863125,IPS442
863126,IPS42
863127,IPS292
863128,IPS31
863129,IPS121
863130,IPS3
863131,IPS115
863132,IPS105
863133,IPS19
863134,IPS247
863135,IPS234
863136,IPS482
863137,IPS77
863138,IPS291
863139,IPS431
863140,IPS131
863141,IPS57
863142,IPS41
863143,IPS215
863144,IPS91
863145,IPS222
863146,IPS287
863147,IPS40
863148,IPS384
863149,IPS232
863150,IPS87
863151,IPS86
863152,IPS431
863153,IPS116
863154,IPS186
863155,IPS34
863156,IPS428
863157,IPS142
863158,IPS170
863159,IPS418
863160,IPS472
863161,IPS308
863162,IPS264
863163,IPS321
863164,IPS134
863165,IPS169
863166,IPS184
863167,IPS68
863168,IPS391
863169,IPS320
863170,IPS276
863171,IPS147
863172,IPS130
863173,IPS136
863174,IPS467
863175,IPS136
863176,IPS158
863177,IPS323
863178,IPS141
863179,IPS449
863180,IPS161
863181,IPS107
863182,IPS11
863183,IPS455
863184,IPS26
863185,IPS120
863186,IPS196
863187,IPS82
863188,IPS398
863189,IPS81
863190,IPS421
863191,IPS203
863192,IPS205
863193,IPS127
863194,IPS497
863195,IPS243
863196,IPS153
863197,IPS306
863198,IPS91
863199,IPS27
863200,IPS192
863201,IPS275
863202,IPS413
863203,IPS288
863204,IPS469
863205,IPS293
863206,IPS434
863207,IPS107
863208,IPS496
863209,IPS232
863210,IPS337
863211,IPS162
863212,IPS480
863213,IPS174
863214,IPS374
863215,IPS273
863216,IPS16
863217,IPS467
863218,IPS371
863219,IPS403
863220,IPS169
863221,IPS167
863222,IPS165
863223,IPS171
863224,IPS348
863225,IPS464
863226,IPS195
863227,IPS71
863228,IPS146
863229,IPS458
863230,IPS350
863231,IPS40
863232,IPS211
863233,IPS98
863234,IPS59
863235,IPS379
863236,IPS76
863237,IPS325
863238,IPS295
863239,IPS177
863240,IPS457
863241,IPS374
863242,IPS368
863243,IPS260
863244,IPS382
863245,IPS497
